topology,predicted_response_class,perturbation_order,n_records,mean_abs_parity,mean_target_probability,mean_entropy,mean_delta_abs_parity,mean_delta_target_probability,mean_delta_entropy,mean_top_probability,mean_delta_top_probability,connected_fraction,loop_fraction,mean_n_components,mean_remaining_edge_count
chain6,adaptive_improvement_then_collapse,1,5,0.11044921875,0.109130859375,4.905399378131106,0.09921875,0.0791015625,-0.6711553993658909,0.13330078125,0.064453125,0.0,0.0,2.0,4.0
chain6,adaptive_improvement_then_collapse,2,10,0.175,0.156005859375,4.314902028725223,0.16376953125,0.1259765625,-1.261652748771774,0.1965087890625,0.1276611328125,0.0,0.0,3.0,3.0
chain6,adaptive_improvement_then_collapse,3,10,0.131005859375,0.2447021484375,3.7958857332772284,0.119775390625,0.2146728515625,-1.7806690442197692,0.279638671875,0.210791015625,0.0,0.0,4.0,2.0
random6,intermediate_mixed_response,1,6,0.063720703125,0.053059895833333336,5.284317169672462,0.040771484375,0.021321614583333332,-0.4193943737316988,0.08976236979166667,0.031412760416666664,0.6666666666666666,0.3333333333333333,1.3333333333333333,5.0
random6,intermediate_mixed_response,2,15,0.09886067708333333,0.09080403645833333,4.883159153474993,0.07591145833333333,0.059065755208333334,-0.820552389929167,0.12278645833333333,0.06443684895833333,0.0,0.06666666666666667,2.066666666666667,4.0
random6,intermediate_mixed_response,3,20,0.1431884765625,0.11822509765625,4.438242326077041,0.1202392578125,0.08648681640625,-1.265469217327119,0.1650390625,0.106689453125,0.0,0.0,3.0,3.0
ring6,formation_dominated_gradual_degradation,1,6,0.060791015625,0.0186767578125,5.658781231254694,-0.023193359375,-0.0260009765625,-0.06619626978874942,0.058675130208333336,0.013997395833333334,1.0,0.0,1.0,5.0
ring6,formation_dominated_gradual_degradation,2,15,0.08352864583333333,0.051676432291666664,5.192536350016817,-0.0004557291666666667,0.006998697916666667,-0.5324411510266268,0.0845703125,0.039892578125,0.0,0.0,2.0,4.0
ring6,formation_dominated_gradual_degradation,3,20,0.13349609375,0.081396484375,4.669382713893493,0.04951171875,0.03671875,-1.0555947871499494,0.14329833984375,0.09862060546875,0.0,0.0,3.0,3.0
